numberThread numberMessages shift timePrecessingRing throughputRing latencyChain
12 10000008 5 4922.838980833333 2031349.8042357683 517.4517404909597
12 10000008 5 4659.190269166666 2146297.4084096765 911.9740043608804
12 10000008 5 4325.216515583333 2312024.8348194705 803.6407937346008
12 10000008 5 4423.313433666666 2260750.4871547353 730.8687308921836
12 10000008 5 4594.435647916666 2176547.62550314 571.5321878197913
12 10000008 5 5216.160112416666 1917120.5991541082 928.4737738003103
12 10000008 5 5402.6300575 1850951.8315283982 875.9324158607564
12 10000008 5 5489.055655083333 1821808.4545634259 1325.7983155027052
12 10000008 5 4817.714398666667 2075674.7230113028 1268.9127951645974
12 10000008 5 4563.338139666667 2191380.0147912023 719.1661663729684
12 10000008 5 4096.655097333333 2441017.7968141325 433.87671668399355
12 10000008 5 4592.877959416666 2177285.8082364732 402.6130760458891
12 10000008 5 4484.527117250001 2229891.2992485594 692.3165181238672
12 10000008 5 4532.284601916665 2206394.5401334856 776.5622572466824
12 10000008 5 4205.449611166668 2377868.937829413 850.497296141931
12 10000008 5 4237.701484583334 2359771.6914180513 329.9282052249113
12 10000008 5 4569.550316083333 2188400.894679553 479.4967087451373
12 10000008 5 4773.634932416667 2094841.3822121639 385.74306393614086
12 10000008 5 4617.925820166667 2165476.101051594 811.1695400266387
12 10000008 5 4663.771462 2144189.1142135044 926.3487181244762
12 10000008 5 4306.17733375 2322247.140549498 817.7041239860362
12 10000008 5 4177.535526833332 2393757.7396451817 690.5900044778502
12 10000008 5 4248.0077771666665 2354046.5377089772 509.8211309907789
12 10000008 5 4673.950079833333 2139519.6416724646 525.0642337931798
12 10000008 5 4582.667314416666 2182137.0206257086 929.921251492889
12 10000008 5 4703.727971416667 2125974.984260878 736.9797138548861
12 10000008 5 4477.916277083333 2233183.3337700213 977.3237734070591
12 10000008 5 4512.935061916666 2215854.618513599 587.751088053067
12 10000008 5 4977.914019083333 2008875.1958478924 272.0896428197854
12 10000008 5 4891.235703416666 2044474.7720938313 432.6126192009877
12 10000008 5 4895.2908459166665 2042781.177821407 953.1997263047822
12 10000008 5 4954.3160969166665 2018443.677064436 984.9172075193624
12 10000008 5 4531.394061916666 2206828.1556096333 723.6622157112515
12 10000008 5 4283.178906666667 2334716.3912381115 554.8935390181874
12 10000008 5 4701.944230416667 2126781.499302011 490.3015693036863
12 10000008 5 4851.097255833333 2061390.9539692735 580.2776758813384
12 10000008 5 4715.226425499999 2120790.625434198 689.9312692199952
12 10000008 5 4608.483483916666 2169912.9518201454 1190.6084403799946
12 10000008 5 4251.14648975 2352308.49468753 1113.205118248257
12 10000008 5 4330.317061333333 2309301.572693832 649.5882928582075
12 10000008 5 4980.195521166666 2007954.9000633184 539.0291667400122
12 10000008 5 4841.743889 2065373.1856241105 461.69579734412565
12 10000008 5 4890.068486833333 2044962.7703426534 732.8356819205842
12 10000008 5 4678.525871249999 2137427.1031503817 1060.9507586561601
12 10000008 5 4362.183724166666 2292431.6425737804 938.6825253609577
12 10000008 5 4429.158099333333 2257767.227027904 601.6485036089235
12 10000008 5 4867.1755695833335 2054581.31867967 510.44898913784
12 10000008 5 4935.956520250001 2025951.3954335868 454.3571561230253
12 10000008 5 4965.9312479166665 2013722.6032267879 717.2332541464333
12 10000008 5 4741.39203575 2109086.9357775403 982.0200703938913
12 10000008 5 4347.07288725 2300400.352000102 836.0720561478975
12 10000008 5 4277.2322530833335 2337962.3570338697 760.1042009928626
12 10000008 5 5134.077534666667 1947771.1297652337 347.94635173180455
12 10000008 5 5142.73259725 1944493.0901807642 564.4455632414632
12 10000008 5 5029.150433333333 1988409.0031826647 856.1088343875517
12 10000008 5 4432.00019325 2256319.3962017773 745.1424502291767
12 10000008 5 4559.041317499999 2193445.3547535767 557.6395766001824
12 10000008 5 5294.88371375 1888617.1142968663 702.398661702397
