numberThread numberMessages shift timePrecessingRing throughputRing latencyChain
12 10000008 5 5187.06252625 1927874.9676513984 409.2687260580522
12 10000008 5 5068.495393416667 1972973.6783402709 724.8225023530067
12 10000008 5 5238.606011833333 1908906.2963336578 583.4971186255684
12 10000008 5 5160.152994583333 1937928.586709951 498.9719454352236
12 10000008 5 5366.761002666667 1863322.77420797 525.3217982225356
12 10000008 5 5200.5873160833335 1922861.2832004533 666.2214773960148
12 10000008 5 5098.988321583333 1961174.9173206198 594.2344519284671
12 10000008 5 5034.6703775 1986228.9385796043 557.3553773034969
12 10000008 5 5036.304621083334 1985584.4219861645 508.68090728204487
12 10000008 5 5235.4640465 1910051.8905645395 423.74081285784524
12 10000008 5 5199.83943875 1923137.8425799857 550.1939427695834
12 10000008 5 5150.137992249999 1941697.0991938766 690.3236673000896
12 10000008 5 5308.930131416667 1883620.1932330832 433.56317579603035
12 10000008 5 5397.661327166667 1852655.695471207 539.5112413404198
12 10000008 5 5105.415375416666 1958706.0532139116 622.6021990170391
12 10000008 5 5183.779838 1929095.8166653526 469.49064240084516
12 10000008 5 5143.494580250001 1944205.0232536548 464.5126935924046
12 10000008 5 5026.597079916666 1989419.0524946125 667.4342796375537
12 10000008 5 5211.763265583334 1918737.9568900533 440.8216637814259
12 10000008 5 5436.0424115000005 1839575.0516671625 502.69126286787963
12 10000008 5 5225.626749416667 1913647.5832523429 571.953470935307
12 10000008 5 5285.522181166666 1891962.16707442 397.6139042424461
12 10000008 5 5167.366863916667 1935223.1539489292 442.6491018591687
12 10000008 5 5138.522175833333 1946086.3761628629 403.4653778089845
12 10000008 5 5208.051728666666 1920105.3524405258 698.4436700885494
12 10000008 5 5418.4958345000005 1845532.100685423 573.6004017089908
12 10000008 5 5169.973545666667 1934247.4215137402 451.5538128624802
12 10000008 5 5317.585704833334 1880554.1753489098 498.837158139415
12 10000008 5 5344.591055333333 1871052.0405524864 619.2066478799907
